order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-117464,7/22/2019,7/24/2019,Naresj Patel,Eldon,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,Office Supplies,Storage,West,94122,San Francisco,California,United States,0,68.585,10,236.5,0.29
US-2020-122679,7/22/2019,7/28/2019,Alejandro Ballentine,Crayola,Crayola Colored Pencils,Home Office,Office Supplies,Art,West,90008,Los Angeles,California,United States,0,6.4944,6,19.68,0.33
US-2020-127691,7/22/2019,7/27/2019,Erin Mull,Other,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Consumer,Office Supplies,Art,East,10024,New York City,New York,United States,0,1.6688,2,5.96,0.28
US-2020-127691,7/22/2019,7/27/2019,Erin Mull,Logitech,Logitech G602 Wireless Gaming Mouse,Consumer,Technology,Accessories,East,10024,New York City,New York,United States,0,57.5928,2,159.98,0.36
US-2020-164644,7/22/2019,7/24/2019,John Lucas,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Office Supplies,Storage,Central,77095,Houston,Texas,United States,0.2,1.3316,1,26.632,0.05
US-2020-103058,7/23/2019,7/24/2019,Alejandro Grove,Other,Case Logic 2.4GHz Wireless Keyboard,Consumer,Technology,Accessories,East,10011,New York City,New York,United States,0,7.9984,2,99.98,0.08
US-2020-119137,7/23/2019,7/27/2019,Arthur Gainer,Newell,Newell 324,Consumer,Office Supplies,Art,West,85705,Tucson,Arizona,United States,0.2,0.924,1,9.24,0.1
US-2020-119137,7/23/2019,7/27/2019,Arthur Gainer,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,Consumer,Office Supplies,Binders,West,85705,Tucson,Arizona,United States,0.7,-5.712,5,8.16,-0.7
US-2020-119137,7/23/2019,7/27/2019,Arthur Gainer,Microsoft,Microsoft Natural Keyboard Elite,Consumer,Technology,Accessories,West,85705,Tucson,Arizona,United States,0.2,-29.94,10,479.04,-0.0625
US-2020-119137,7/23/2019,7/27/2019,Arthur Gainer,NETGEAR,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Consumer,Technology,Accessories,West,85705,Tucson,Arizona,United States,0.2,179.1888,8,1023.936,0.175
US-2020-145254,7/23/2019,7/27/2019,Nick Crebassa,Acme,Acme Softgrip Scissors,Corporate,Office Supplies,Supplies,West,94122,San Francisco,California,United States,0,11.803,5,40.7,0.29
US-2020-145254,7/23/2019,7/27/2019,Nick Crebassa,Imation,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Corporate,Technology,Accessories,West,94122,San Francisco,California,United States,0,4.95,3,45,0.11
US-2020-145254,7/23/2019,7/27/2019,Nick Crebassa,Other,VTech DS6151,Corporate,Technology,Phones,West,94122,San Francisco,California,United States,0.2,60.4752,6,604.752,0.1
US-2020-145254,7/23/2019,7/27/2019,Nick Crebassa,AT&T,AT&T CL2909,Corporate,Technology,Phones,West,94122,San Francisco,California,United States,0.2,37.797,3,302.376,0.125
US-2020-143917,7/25/2019,7/27/2019,Ken Lonsdale,Staple-based wall hangings,Staple-based wall hangings,Consumer,Furniture,Furnishings,West,94122,San Francisco,California,United States,0,34.2848,8,77.92,0.44
US-2020-143917,7/25/2019,7/27/2019,Ken Lonsdale,Fellowes,"Fellowes Personal Hanging Folder Files, Navy",Consumer,Office Supplies,Storage,West,94122,San Francisco,California,United States,0,15.0416,4,53.72,0.28
US-2020-143917,7/25/2019,7/27/2019,Ken Lonsdale,Other,High Speed Automatic Electric Letter Opener,Consumer,Office Supplies,Supplies,West,94122,San Francisco,California,United States,0,327.506,5,8187.65,0.04
US-2020-146528,7/25/2019,7/27/2019,Vicky Freymann,Xerox,Xerox 1966,Home Office,Office Supplies,Paper,West,90045,Los Angeles,California,United States,0,3.1752,1,6.48,0.49
US-2020-146528,7/25/2019,7/27/2019,Vicky Freymann,Acme,Acme Kleen Earth Office Shears,Home Office,Office Supplies,Supplies,West,90045,Los Angeles,California,United States,0,4.5008,4,15.52,0.29
US-2020-116190,7/26/2019,8/1/2019,Sheri Gordon,Other,"Metal Folding Chairs, Beige, 4/Carton",Consumer,Furniture,Chairs,South,30318,Atlanta,Georgia,United States,0,18.3276,2,67.88,0.27
US-2020-116190,7/26/2019,8/1/2019,Sheri Gordon,DAX,"DAX Cubicle Frames, 8-1/2 x 11",Consumer,Furniture,Furnishings,South,30318,Atlanta,Georgia,United States,0,9.2556,3,25.71,0.36
US-2020-116190,7/26/2019,8/1/2019,Sheri Gordon,Avery,Avery 485,Consumer,Office Supplies,Labels,South,30318,Atlanta,Georgia,United States,0,76.5583,13,162.89,0.47
US-2020-126760,7/26/2019,8/2/2019,Kunst Miller,Hon,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Consumer,Furniture,Chairs,West,89031,North Las Vegas,Nevada,United States,0.2,-109.5822,3,674.352,-0.1625
US-2020-126760,7/26/2019,8/2/2019,Kunst Miller,Tensor,Tensor Computer Mounted Lamp,Consumer,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0,36.1827,9,134.01,0.27
US-2020-126760,7/26/2019,8/2/2019,Kunst Miller,Logitech,Logitech Illuminated Ultrathin Keyboard with Backlighting,Consumer,Technology,Accessories,West,89031,North Las Vegas,Nevada,United States,0,70.0977,3,170.97,0.41
US-2020-126760,7/26/2019,8/2/2019,Kunst Miller,Apple,Apple iPhone 5S,Consumer,Technology,Phones,West,89031,North Las Vegas,Nevada,United States,0.2,113.998,2,911.984,0.125
US-2020-155894,7/26/2019,7/30/2019,Carl Ludwig,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",Consumer,Office Supplies,Storage,Central,60623,Chicago,Illinois,United States,0.2,-29.3436,3,123.552,-0.2375
US-2020-159121,7/26/2019,8/1/2019,Jack O'Briant,Memorex,Memorex Micro Travel Drive 16 GB,Corporate,Technology,Accessories,West,84020,Draper,Utah,United States,0,34.6983,7,111.93,0.31
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,DAX,DAX Clear Channel Poster Frame,Consumer,Furniture,Furnishings,Central,78207,San Antonio,Texas,United States,0.6,-10.0602,3,17.496,-0.575
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,Acco,Acco 6 Outlet Guardian Standard Surge Suppressor,Consumer,Office Supplies,Appliances,Central,78207,San Antonio,Texas,United States,0.8,-12.09,2,4.836,-2.5
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,Consumer,Office Supplies,Binders,Central,78207,San Antonio,Texas,United States,0.8,-26.8544,4,16.784,-1.6
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,GBC,GBC Instant Index System for Binding Systems,Consumer,Office Supplies,Binders,Central,78207,San Antonio,Texas,United States,0.8,-13.32,5,8.88,-1.5
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,GBC,GBC DocuBind P400 Electric Binding System,Consumer,Office Supplies,Binders,Central,78207,San Antonio,Texas,United States,0.8,-3701.8928,8,2177.584,-1.7
US-2020-169019,7/26/2019,7/30/2019,Luke Foster,Microsoft,Microsoft Natural Keyboard Elite,Consumer,Technology,Accessories,Central,78207,San Antonio,Texas,United States,0.2,-26.946,9,431.136,-0.0625
US-2020-124709,7/27/2019,7/29/2019,Giulietta Weimer,WD My Passport,WD My Passport Ultra 2TB Portable External Hard Drive,Consumer,Technology,Accessories,West,94122,San Francisco,California,United States,0,38.08,2,238,0.16
US-2020-150126,7/27/2019,8/2/2019,Aaron Smayling,Xerox,Xerox 1956,Corporate,Office Supplies,Paper,East,10035,New York City,New York,United States,0,32.2322,11,65.78,0.49
US-2020-169642,7/27/2019,7/30/2019,Barry Blumstein,SAFCO,"SAFCO Commercial Wire Shelving, Black",Corporate,Office Supplies,Storage,West,90036,Los Angeles,California,United States,0,0,2,276.28,0
US-2020-131541,7/28/2019,7/28/2019,Chloris Kastensmidt,Other,"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,Furniture,Furnishings,South,32712,Apopka,Florida,United States,0.2,12.9888,6,129.888,0.1
US-2020-131541,7/28/2019,7/28/2019,Chloris Kastensmidt,Other,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,Office Supplies,Envelopes,South,32712,Apopka,Florida,United States,0.2,16.5186,7,48.944,0.3375
US-2020-131541,7/28/2019,7/28/2019,Chloris Kastensmidt,Other,"OIC Colored Binder Clips, Assorted Sizes",Consumer,Office Supplies,Fasteners,South,32712,Apopka,Florida,United States,0.2,5.191,5,14.32,0.3625
US-2020-111192,7/30/2019,8/5/2019,Tom Stivers,Rush,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Corporate,Furniture,Bookcases,West,98103,Seattle,Washington,United States,0,259.8896,8,1367.84,0.19
US-2020-117345,8/1/2019,8/5/2019,Barbara Fisher,Other,9-3/4 Diameter Round Wall Clock,Corporate,Furniture,Furnishings,South,28205,Charlotte,North Carolina,United States,0.2,12.1352,4,44.128,0.275
US-2020-117345,8/1/2019,8/5/2019,Barbara Fisher,Honeywell,Honeywell Quietcare HEPA Air Cleaner,Corporate,Office Supplies,Appliances,South,28205,Charlotte,North Carolina,United States,0.2,10.2245,1,62.92,0.1625
US-2020-117345,8/1/2019,8/5/2019,Barbara Fisher,Universal,Self-Adhesive Address Labels for Typewriters by Universal,Corporate,Office Supplies,Labels,South,28205,Charlotte,North Carolina,United States,0.2,5.9211,3,17.544,0.3375
US-2020-117345,8/1/2019,8/5/2019,Barbara Fisher,Xerox,Xerox 1916,Corporate,Office Supplies,Paper,South,28205,Charlotte,North Carolina,United States,0.2,29.364,2,78.304,0.375
US-2020-152296,8/1/2019,8/3/2019,Ivan Liston,Wilson Jones,Wilson Jones data.warehouse D-Ring Binders with DublLock,Consumer,Office Supplies,Binders,West,94122,San Francisco,California,United States,0.2,6.9132,3,19.752,0.35
US-2020-162684,8/1/2019,8/6/2019,Ann Steele,Acco,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Home Office,Office Supplies,Fasteners,East,19120,Philadelphia,Pennsylvania,United States,0.2,1.917,2,5.68,0.3375
US-2020-106299,8/2/2019,8/8/2019,Nick Zandusky,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Home Office,Office Supplies,Binders,Central,65807,Springfield,Missouri,United States,0,12.549,5,26.7,0.47
US-2020-106299,8/2/2019,8/8/2019,Nick Zandusky,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,Home Office,Office Supplies,Storage,Central,65807,Springfield,Missouri,United States,0,226.3626,2,838.38,0.27
US-2020-106299,8/2/2019,8/8/2019,Nick Zandusky,Memorex,Memorex Micro Travel Drive 4 GB,Home Office,Technology,Accessories,Central,65807,Springfield,Missouri,United States,0,9.116,2,21.2,0.43
US-2020-125612,8/3/2019,8/8/2019,Berenike Kampe,Xerox,Xerox 1884,Consumer,Office Supplies,Paper,East,10035,New York City,New York,United States,0,18.7812,2,39.96,0.47
US-2020-125612,8/3/2019,8/8/2019,Berenike Kampe,Staple magnet,Staple magnet,Consumer,Office Supplies,Storage,East,10035,New York City,New York,United States,0,5.7672,2,21.36,0.27
US-2020-125612,8/3/2019,8/8/2019,Berenike Kampe,Acme,Acme Box Cutter Scissors,Consumer,Office Supplies,Supplies,East,10035,New York City,New York,United States,0,26.598,10,102.3,0.26
US-2020-128986,8/3/2019,8/5/2019,Gary Hansen,Other,White Computer Printout Paper by Universal,Home Office,Office Supplies,Paper,West,85301,Glendale,Arizona,United States,0.2,33.7212,3,93.024,0.3625
US-2020-133690,8/3/2019,8/5/2019,Bruce Stewart,Other,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Consumer,Furniture,Tables,West,80219,Denver,Colorado,United States,0.5,-161.875,2,218.75,-0.74
US-2020-133690,8/3/2019,8/5/2019,Bruce Stewart,Other,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,Office Supplies,Appliances,West,80219,Denver,Colorado,United States,0.2,0.2925,1,2.6,0.1125
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,Hoover,Hoover WindTunnel Plus Canister Vacuum,Consumer,Office Supplies,Appliances,West,84062,Pleasant Grove,Utah,United States,0,305.13,3,1089.75,0.28
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,Newell,Newell 329,Consumer,Office Supplies,Art,West,84062,Pleasant Grove,Utah,United States,0,4.264,5,16.4,0.26
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,Ibico,Ibico Standard Transparent Covers,Consumer,Office Supplies,Binders,West,84062,Pleasant Grove,Utah,United States,0.2,4.7792,1,13.184,0.3625
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,Xerox,Xerox 1934,Consumer,Office Supplies,Paper,West,84062,Pleasant Grove,Utah,United States,0,219.4416,8,447.84,0.49
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,SAFCO,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Consumer,Office Supplies,Storage,West,84062,Pleasant Grove,Utah,United States,0,7.945,5,158.9,0.05
US-2020-126361,8/4/2019,8/9/2019,Valerie Dominguez,Panasonic,Panasonic KX T7731-B Digital phone,Consumer,Technology,Phones,West,84062,Pleasant Grove,Utah,United States,0.2,34.9965,5,399.96,0.0875
US-2020-134215,8/4/2019,8/8/2019,Marina Lichtenstein,Eureka,Eureka The Boss Cordless Rechargeable Stick Vac,Corporate,Office Supplies,Appliances,East,4401,Bangor,Maine,United States,0,27.5292,2,101.96,0.27
US-2020-134215,8/4/2019,8/8/2019,Marina Lichtenstein,Southworth,Southworth 25% Cotton Premium Laser Paper and Envelopes,Corporate,Office Supplies,Paper,East,4401,Bangor,Maine,United States,0,124.6752,13,259.74,0.48
US-2020-134215,8/4/2019,8/8/2019,Marina Lichtenstein,Maxell,Maxell 4.7GB DVD-R,Corporate,Technology,Accessories,East,4401,Bangor,Maine,United States,0,104.7222,9,255.42,0.41
US-2020-110065,8/5/2019,8/11/2019,Stephanie Phelps,Binney & Smith,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Corporate,Office Supplies,Art,East,10009,New York City,New York,United States,0,7.0224,7,15.96,0.44
US-2020-110065,8/5/2019,8/11/2019,Stephanie Phelps,Plantronics,"Plantronics CS 50-USB - headset - Convertible, Monaural",Corporate,Technology,Phones,East,10009,New York City,New York,United States,0,36.7173,1,135.99,0.27
US-2020-117968,8/5/2019,8/7/2019,Ricardo Sperren,Hon,Hon GuestStacker Chair,Corporate,Furniture,Chairs,East,6450,Meriden,Connecticut,United States,0,294.671,5,1133.35,0.26
US-2020-117968,8/5/2019,8/7/2019,Ricardo Sperren,Fellowes,Fellowes Advanced Computer Series Surge Protectors,Corporate,Office Supplies,Appliances,East,6450,Meriden,Connecticut,United States,0,22.2516,3,79.47,0.28
US-2020-117968,8/5/2019,8/7/2019,Ricardo Sperren,Binney & Smith,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Corporate,Office Supplies,Art,East,6450,Meriden,Connecticut,United States,0,2.0064,2,4.56,0.44
US-2020-118962,8/5/2019,8/9/2019,Chad Sievert,Global,"Global Value Steno Chair, Gray",Consumer,Furniture,Chairs,West,90004,Los Angeles,California,United States,0.2,21.259,7,340.144,0.0625
US-2020-118962,8/5/2019,8/9/2019,Chad Sievert,Adams,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Consumer,Office Supplies,Paper,West,90004,Los Angeles,California,United States,0,9.8418,3,20.94,0.47
US-2020-118962,8/5/2019,8/9/2019,Chad Sievert,Xerox,Xerox 1913,Consumer,Office Supplies,Paper,West,90004,Los Angeles,California,United States,0,53.2608,2,110.96,0.48
US-2020-124723,8/5/2019,8/12/2019,Gary Zandusky,SAFCO,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Consumer,Furniture,Tables,Central,77590,Texas City,Texas,United States,0.3,41.934,2,489.23,0.085714286
US-2020-150490,8/5/2019,8/11/2019,Sonia Sunley,Boston,Boston KS Multi-Size Manual Pencil Sharpener,Consumer,Office Supplies,Art,West,94122,San Francisco,California,United States,0,12.8744,2,45.98,0.28
US-2020-150490,8/5/2019,8/11/2019,Sonia Sunley,Akro,Akro Stacking Bins,Consumer,Office Supplies,Storage,West,94122,San Francisco,California,United States,0,0.6312,2,15.78,0.04
US-2020-150490,8/5/2019,8/11/2019,Sonia Sunley,Logitech,Logitech Desktop MK120 Mouse and keyboard Combo,Consumer,Technology,Accessories,West,94122,San Francisco,California,United States,0,1.636,1,16.36,0.1
US-2020-115357,8/6/2019,8/11/2019,Roland Fjeld,Maxell,"Maxell 74 Minute CD-R Spindle, 50/Pack",Consumer,Technology,Accessories,South,29203,Columbia,South Carolina,United States,0,22.6476,3,62.91,0.36
US-2020-137575,8/6/2019,8/11/2019,Trudy Brown,Logitech,Logitech G700s Rechargeable Gaming Mouse,Consumer,Technology,Accessories,East,10035,New York City,New York,United States,0,83.9916,2,199.98,0.42
US-2020-124478,8/8/2019,8/12/2019,Matt Abelman,Nu-Dell,Nu-Dell Float Frame 11 x 14 1/2,Home Office,Furniture,Furnishings,Central,48183,Trenton,Michigan,United States,0,22.6296,6,53.88,0.42
US-2020-124478,8/8/2019,8/12/2019,Matt Abelman,Acco,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Home Office,Office Supplies,Appliances,Central,48183,Trenton,Michigan,United States,0.1,37.23,3,167.535,0.222222222
US-2020-124478,8/8/2019,8/12/2019,Matt Abelman,Global,Globe Weis Peel & Seel First Class Envelopes,Home Office,Office Supplies,Envelopes,Central,48183,Trenton,Michigan,United States,0,17.253,3,38.34,0.45
US-2020-124478,8/8/2019,8/12/2019,Matt Abelman,Sharp,Sharp 1540cs Digital Laser Copier,Home Office,Technology,Copiers,Central,48183,Trenton,Michigan,United States,0,274.995,1,549.99,0.5
US-2020-124478,8/8/2019,8/12/2019,Matt Abelman,Motorola,Motorola Droid Maxx,Home Office,Technology,Phones,Central,48183,Trenton,Michigan,United States,0,83.9944,2,299.98,0.28
US-2020-131450,8/8/2019,8/15/2019,Lena Radford,Dana,Dana Halogen Swing-Arm Architect Lamp,Consumer,Furniture,Furnishings,West,92024,San Diego,California,United States,0,91.7728,8,327.76,0.28
US-2020-131450,8/8/2019,8/15/2019,Lena Radford,Fellowes,Fellowes Superior 10 Outlet Split Surge Protector,Consumer,Office Supplies,Appliances,West,92024,San Diego,California,United States,0,22.0748,2,76.12,0.29
US-2020-131450,8/8/2019,8/15/2019,Lena Radford,Sharp,Sharp AL-1530CS Digital Copier,Consumer,Technology,Copiers,West,92024,San Diego,California,United States,0.2,434.9913,3,1199.976,0.3625
US-2020-131450,8/8/2019,8/15/2019,Lena Radford,AT&T,AT&T 1070 Corded Phone,Consumer,Technology,Phones,West,92024,San Diego,California,United States,0.2,55.745,5,445.96,0.125
US-2020-151708,8/8/2019,8/14/2019,Maria Bertelson,Eldon,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,Furniture,Furnishings,West,85301,Glendale,Arizona,United States,0.2,-3.0344,4,121.376,-0.025
US-2020-151708,8/8/2019,8/14/2019,Maria Bertelson,SanDisk,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,Technology,Accessories,West,85301,Glendale,Arizona,United States,0.2,-10.7973,3,95.976,-0.1125
US-2020-154669,8/8/2019,8/11/2019,Tamara Manning,Advantus,Advantus Rolling Drawer Organizers,Consumer,Office Supplies,Storage,West,95687,Vacaville,California,United States,0,110.0528,11,423.28,0.26
US-2020-156790,8/8/2019,8/10/2019,Vivek Gonzalez,O'Sullivan,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Consumer,Furniture,Bookcases,South,32216,Jacksonville,Florida,United States,0.2,-7.7728,4,155.456,-0.05
US-2020-110527,8/9/2019,8/16/2019,Emily Ducich,Avery,Avery 494,Home Office,Office Supplies,Labels,West,92037,San Diego,California,United States,0,9.6048,8,20.88,0.46
US-2020-141901,8/9/2019,8/14/2019,Gene McClure,Other,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Consumer,Office Supplies,Paper,West,93727,Fresno,California,United States,0,2.691,1,5.98,0.45
US-2020-161249,8/9/2019,8/13/2019,Roger Demir,Avery,Avery Hole Reinforcements,Consumer,Office Supplies,Binders,West,85023,Phoenix,Arizona,United States,0.7,-6.5415,5,9.345,-0.7
US-2020-161249,8/9/2019,8/13/2019,Roger Demir,Other,"Super Bands, 12/Pack",Consumer,Office Supplies,Fasteners,West,85023,Phoenix,Arizona,United States,0.2,-0.9486,3,4.464,-0.2125
US-2020-166471,8/9/2019,8/13/2019,Matthew Grinstein,Jawbone,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Home Office,Technology,Phones,West,98103,Seattle,Washington,United States,0.2,-43.8336,2,219.168,-0.2
US-2020-166471,8/9/2019,8/13/2019,Matthew Grinstein,Cisco,Cisco Unified IP Phone 7945G VoIP phone,Home Office,Technology,Phones,West,98103,Seattle,Washington,United States,0.2,68.198,4,1091.168,0.0625
US-2020-167850,8/9/2019,8/16/2019,Andy Gerbode,Xerox,Xerox 21,Corporate,Office Supplies,Paper,South,33710,Saint Petersburg,Florida,United States,0.2,5.4432,3,15.552,0.35
US-2020-167850,8/9/2019,8/16/2019,Andy Gerbode,AT&T,AT&T 1070 Corded Phone,Corporate,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.2,22.298,2,178.384,0.125
US-2020-169726,8/9/2019,8/13/2019,Joseph Holt,Ibico,Ibico Ibimaster 300 Manual Binding System,Consumer,Office Supplies,Binders,West,98103,Seattle,Washington,United States,0.2,643.9825,7,2060.744,0.3125
US-2020-127012,8/11/2019,8/15/2019,Greg Matthias,Eldon,"Eldon Image Series Desk Accessories, Ebony",Consumer,Furniture,Furnishings,West,98105,Seattle,Washington,United States,0,5.434,1,12.35,0.44
US-2020-127012,8/11/2019,8/15/2019,Greg Matthias,Sanford,Sanford 52201 APSCO Electric Pencil Sharpener,Consumer,Office Supplies,Art,West,98105,Seattle,Washington,United States,0,10.6522,1,40.97,0.26
US-2020-127012,8/11/2019,8/15/2019,Greg Matthias,Other,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Consumer,Office Supplies,Fasteners,West,98105,Seattle,Washington,United States,0,10.7912,2,22.96,0.47
US-2020-154641,8/11/2019,8/16/2019,Ken Lonsdale,Tennsco,Tennsco Single-Tier Lockers,Consumer,Office Supplies,Storage,East,10035,New York City,New York,United States,0,18.767,1,375.34,0.05
US-2020-109302,8/12/2019,8/16/2019,Charles Sheldon,Other,"Performers Binder/Pad Holder, Black",Corporate,Office Supplies,Binders,East,8701,Lakewood,New Jersey,United States,0,98.105,7,196.21,0.5
US-2020-109897,8/12/2019,8/16/2019,Ben Wallace,Seth Thomas,"Seth Thomas 14"" Day/Date Wall Clock",Consumer,Furniture,Furnishings,West,94122,San Francisco,California,United States,0,31.6128,3,85.44,0.37
US-2020-109897,8/12/2019,8/16/2019,Ben Wallace,Other,BlackBerry Q10,Consumer,Technology,Phones,West,94122,San Francisco,California,United States,0.2,50.396,8,806.336,0.0625
US-2020-153927,8/12/2019,8/13/2019,Lauren Leatherbury,Acco,Acco Translucent Poly Ring Binders,Consumer,Office Supplies,Binders,South,30188,Woodstock,Georgia,United States,0,6.7392,3,14.04,0.48
US-2020-153927,8/12/2019,8/13/2019,Lauren Leatherbury,Maxell,"Maxell 74 Minute CD-R Spindle, 50/Pack",Consumer,Technology,Accessories,South,30188,Woodstock,Georgia,United States,0,98.1396,13,272.61,0.36
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Acco,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Home Office,Office Supplies,Appliances,South,33180,Miami,Florida,United States,0.2,15.8436,6,211.248,0.075
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Bulldog,Bulldog Vacuum Base Pencil Sharpener,Home Office,Office Supplies,Art,South,33180,Miami,Florida,United States,0.2,4.1965,5,47.96,0.0875
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Avery,Avery 501,Home Office,Office Supplies,Labels,South,33180,Miami,Florida,United States,0.2,0.9963,1,2.952,0.3375
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Xerox,Xerox 229,Home Office,Office Supplies,Paper,South,33180,Miami,Florida,United States,0.2,10.8864,6,31.104,0.35
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Acco,Acco Side-Punched Conventional Columnar Pads,Home Office,Office Supplies,Supplies,South,33180,Miami,Florida,United States,0.2,-1.041,2,5.552,-0.1875
US-2020-156244,8/12/2019,8/16/2019,Duane Huffman,Maxell,Maxell 4.7GB DVD-R,Home Office,Technology,Accessories,South,33180,Miami,Florida,United States,0.2,41.7186,7,158.928,0.2625
US-2020-109043,8/15/2019,8/17/2019,Christine Sundaresam,Fellowes,Fellowes Superior 10 Outlet Split Surge Protector,Consumer,Office Supplies,Appliances,South,33021,Hollywood,Florida,United States,0.2,17.127,5,152.24,0.1125
US-2020-109043,8/15/2019,8/17/2019,Christine Sundaresam,Xerox,Xerox 1955,Consumer,Office Supplies,Paper,South,33021,Hollywood,Florida,United States,0.2,29.692,5,91.36,0.325
US-2020-138023,8/15/2019,8/18/2019,Keith Herrera,GBC,GBC Durable Plastic Covers,Consumer,Office Supplies,Binders,Central,75081,Dallas,Texas,United States,0.8,-52.632,8,30.96,-1.7
US-2020-141005,8/15/2019,8/18/2019,Christine Sundaresam,Other,Premium Transparent Presentation Covers by GBC,Consumer,Office Supplies,Binders,East,6824,Fairfield,Connecticut,United States,0,30.2112,3,62.94,0.48
US-2020-164406,8/15/2019,8/19/2019,Brian Dahlen,Novimex,Novimex Fabric Task Chair,Consumer,Furniture,Chairs,West,94122,San Francisco,California,United States,0.2,-12.196,4,195.136,-0.0625
US-2020-164406,8/15/2019,8/19/2019,Brian Dahlen,Tripp Lite,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Consumer,Office Supplies,Appliances,West,94122,San Francisco,California,United States,0,42.8148,3,152.91,0.28
US-2020-164406,8/15/2019,8/19/2019,Brian Dahlen,Avery,Avery Heavy-Duty EZD  Binder With Locking Rings,Consumer,Office Supplies,Binders,West,94122,San Francisco,California,United States,0.2,6.2496,4,17.856,0.35
US-2020-164406,8/15/2019,8/19/2019,Brian Dahlen,GBC,GBC Durable Plastic Covers,Consumer,Office Supplies,Binders,West,94122,San Francisco,California,United States,0.2,15.093,3,46.44,0.325
US-2020-164406,8/15/2019,8/19/2019,Brian Dahlen,Xerox,Xerox 1925,Consumer,Office Supplies,Paper,West,94122,San Francisco,California,United States,0,41.823,3,92.94,0.45
US-2020-142839,8/16/2019,8/20/2019,Troy Staebel,Chromcraft,Chromcraft Rectangular Conference Tables,Consumer,Furniture,Tables,East,19143,Philadelphia,Pennsylvania,United States,0.4,-227.4912,6,853.092,-0.266666667
US-2020-111500,8/17/2019,8/21/2019,Don Jones,Avery,Avery Non-Stick Binders,Corporate,Office Supplies,Binders,South,72209,Little Rock,Arkansas,United States,0,8.2616,4,17.96,0.46
US-2020-111500,8/17/2019,8/21/2019,Don Jones,Other,Colored Push Pins,Corporate,Office Supplies,Fasteners,South,72209,Little Rock,Arkansas,United States,0,4.5612,7,12.67,0.36
US-2020-111500,8/17/2019,8/21/2019,Don Jones,Xerox,Xerox 1929,Corporate,Office Supplies,Paper,South,72209,Little Rock,Arkansas,United States,0,52.532,5,114.2,0.46
